Role,word,frequency,compound
reviewer,uprising,2,-0.5267
reviewer,steals,2,-0.6369
reviewer,coolness,2,0.29600000000000004
reviewer,rescinded,1,-0.6369
reviewer,defensiveness,3,-0.5859
reviewer,gentleness,2,0.5859
reviewer,docile,1,0.3818
reviewer,protestations,1,-0.29600000000000004
reviewer,reluctancy,1,-0.3818
reviewer,unsurpassed,2,0.6369
reviewer,overreached,1,-0.5859
reviewer,bonanza,1,0.5859
reviewer,slumps,2,-0.5267
reviewer,honourable,1,0.5859
reviewer,injustices,1,-0.6369
reviewer,settler,1,-0.29600000000000004
reviewer,violators,40,-0.6369
reviewer,truce,2,-0.2023
reviewer,urgings,1,-0.29600000000000004
reviewer,chiding,1,-0.5859
reviewer,innovators,1,0.5859
reviewer,destructiveness,2,-0.6369
reviewer,frankness,1,0.3818
reviewer,catastrophes,2,-0.6808
reviewer,poignant,2,0.5859
reviewer,wailed,1,-0.6369
reviewer,poach,1,-0.5859
reviewer,faltered,1,-0.5267
reviewer,rigidness,2,-0.5267
reviewer,bitterness,2,-0.6369
reviewer,submissive,6,-0.5859
reviewer,nativist,1,-0.5267
reviewer,happiest,2,0.6369
reviewer,equable,1,0.3818
reviewer,demolish,1,-0.6369
reviewer,dismembered,4,-0.6808
reviewer,ossified,2,-0.5859
reviewer,meaty,3,0.5267
reviewer,outdo,1,0.29600000000000004
reviewer,conspires,1,-0.6369
reviewer,overthrown,2,-0.6369
reviewer,nonpareil,4,0.6369
reviewer,frowned,2,-0.5267
reviewer,orphans,3,-0.6369
reviewer,scintillating,1,0.6369
reviewer,aloof,2,-0.5859
reviewer,overstep,2,-0.5859
reviewer,climax,4,0.5859
reviewer,apprehended,1,-0.29600000000000004
reviewer,plight,1,-0.6369
reviewer,exude,1,0.3818
reviewer,bleak,1,-0.6369
reviewer,magnanimous,1,0.6369
reviewer,unambitious,3,-0.5859
reviewer,inconsideration,1,-0.5859
reviewer,extenuating,1,-0.29600000000000004
reviewer,pretended,1,-0.5267
reviewer,sparkling,2,0.5859
reviewer,treacherous,1,-0.6369
reviewer,crudeness,1,-0.6369
reviewer,prodigy,1,0.6369
reviewer,riskier,1,-0.3818
reviewer,loving,1,0.6369
reviewer,smashing,1,0.5859
reviewer,inhuman,2,-0.6369
reviewer,audaciously,1,0.3818
reviewer,audacious,2,0.5859
reviewer,aesthetical,1,0.5859
reviewer,wrongful,1,-0.6369
reviewer,rapture,1,0.6369
reviewer,raged,1,-0.6369
reviewer,perfunctory,2,-0.5859
reviewer,wilfully,1,-0.5267
reviewer,feigning,1,-0.5859
reviewer,stereotypic,2,-0.5267
reviewer,conquer,4,0.5267
reviewer,glorified,1,-0.29600000000000004
reviewer,empathically,1,0.5859
reviewer,disadvantageously,1,-0.5859
reviewer,deleteriously,1,-0.6369
reviewer,unhappiness,2,-0.5859
reviewer,virtuosity,1,0.6369
reviewer,banal,1,-0.5859
reviewer,preeminence,1,0.5859
reviewer,defector,1,-0.6369
reviewer,loomed,2,-0.5267
reviewer,conciliate,2,0.3818
reviewer,swindle,1,-0.6808
reviewer,mystic,1,0.2023
reviewer,unluckily,2,-0.5859
reviewer,epitomizes,1,0.5859
reviewer,gimmick,3,-0.5859
reviewer,remembrance,2,0.29600000000000004
reviewer,hailed,1,0.5859
reviewer,boldness,4,0.5267
reviewer,crooked,4,-0.5859
reviewer,soothing,1,0.5859
reviewer,hail,6,0.29600000000000004
reviewer,defectiveness,2,-0.5859
reviewer,matureness,1,0.5267
reviewer,fretting,2,-0.5267
reviewer,authentically,2,0.3818
reviewer,overexertion,2,-0.5859
reviewer,purgatory,1,-0.5859
reviewer,hurray,1,0.6369
reviewer,malignance,1,-0.6369
reviewer,fathead,1,-0.6369
reviewer,humorous,1,0.5859
reviewer,sedative,1,-0.29600000000000004
reviewer,paradise,3,0.6369
reviewer,odorous,1,-0.5859
reviewer,fastidious,1,-0.3818
reviewer,unmaintainable,2,-0.6369
reviewer,onslaught,2,-0.6369
reviewer,stalked,3,-0.6369
reviewer,congratulatory,4,0.6369
reviewer,vindicated,1,0.5859
reviewer,poet,2,0.29600000000000004
reviewer,endlessly,2,0.2023
reviewer,gameful,1,0.3818
reviewer,overcooked,1,-0.5267
reviewer,dedicates,2,0.5859
reviewer,scam,2,-0.6808
reviewer,denier,2,-0.6369
reviewer,undernourishment,3,-0.6369
reviewer,labyrinthine,3,-0.3818
reviewer,unjustly,2,-0.6369
reviewer,despotic,1,-0.6369
reviewer,flaky,2,-0.5859
reviewer,tenderness,1,0.5859
reviewer,absolution,3,0.29600000000000004
reviewer,applauds,1,0.5859
reviewer,goddess,1,0.5859
reviewer,battered,3,-0.6369
reviewer,transcended,1,0.5859
reviewer,exhilarating,2,0.6369
reviewer,bubbly,1,0.5859
reviewer,amused,2,0.5267
reviewer,benignly,1,0.3818
reviewer,pounding,1,-0.3818
reviewer,triumphant,3,0.6369
reviewer,heartwarming,1,0.6369
reviewer,nakedness,1,-0.5267
reviewer,nicety,1,0.29600000000000004
reviewer,buoyed,1,0.5267
reviewer,soiled,1,-0.5859
reviewer,absolutist,1,-0.5267
reviewer,deafening,2,-0.6369
reviewer,wince,2,-0.5267
reviewer,regretted,1,-0.5859
reviewer,verbosity,2,-0.5267
reviewer,shortsighted,2,-0.5859
reviewer,overstress,1,-0.5859
reviewer,lovers,1,0.5267
reviewer,impotence,2,-0.6369
reviewer,outmoded,2,-0.6369
reviewer,portent,1,-0.5267
reviewer,vitiate,1,-0.5859
reviewer,transcendence,1,0.5859
reviewer,cataclysmic,1,-0.6808
reviewer,folly,1,-0.6369
reviewer,extirpation,12,-0.6369
reviewer,manipulators,2,-0.6369
reviewer,inadaptable,1,-0.6369
reviewer,aberrance,1,-0.5859
reviewer,ungenerous,1,-0.5859
reviewer,callous,1,-0.6369
reviewer,ambience,2,0.3818
reviewer,ethereal,1,0.5859
reviewer,hardiness,1,0.5859
reviewer,aptness,1,0.3818
reviewer,bearable,1,0.29600000000000004
reviewer,outbursts,2,-0.5859
reviewer,disqualified,1,-0.6369
reviewer,confided,1,0.2023
reviewer,distractingly,1,-0.5267
reviewer,sentenced,2,-0.6369
reviewer,slain,2,-0.6369
reviewer,woe,2,-0.6369
reviewer,simony,1,-0.6369
reviewer,grimmer,2,-0.6369
reviewer,unsteadiness,3,-0.5267
reviewer,impulsiveness,2,-0.5267
reviewer,monsters,1,-0.6369
reviewer,amor,6,0.6369
reviewer,indelible,1,0.5859
reviewer,lecher,1,-0.6369
reviewer,appalling,1,-0.6808
reviewer,clung,1,-0.3818
reviewer,impoverishment,1,-0.6369
reviewer,myopia,1,-0.5267
reviewer,unbothered,2,0.2023
reviewer,convincingness,1,0.5267
reviewer,absurdity,1,-0.6369
reviewer,moron,1,-0.6808
reviewer,propitious,1,0.5859
reviewer,infuriating,1,-0.6808
reviewer,infringement,2,-0.5859
reviewer,mastermind,2,0.29600000000000004
reviewer,caress,1,0.5859
reviewer,tastiness,1,0.5859
reviewer,healthiness,1,0.5859
reviewer,loveless,1,-0.6369
reviewer,spurring,1,0.3818
reviewer,moan,1,-0.5859
reviewer,sully,2,-0.6369
reviewer,notoriety,2,-0.6369
reviewer,undercurrent,2,-0.29600000000000004
reviewer,slaughtered,5,-0.6808
reviewer,breathless,1,-0.3818
reviewer,cannibalistic,1,-0.6369
reviewer,mismanaged,1,-0.6369
reviewer,heirloom,1,0.3818
reviewer,vitriolic,1,-0.6808
reviewer,forger,5,-0.6369
reviewer,farewell,1,-0.29600000000000004
reviewer,matchless,1,0.6369
reviewer,meritocracy,1,0.29600000000000004
reviewer,rampage,1,-0.6369
reviewer,unoriginal,3,-0.5859
reviewer,refusing,2,-0.5859
reviewer,fiercest,1,-0.6369
reviewer,unenlightening,1,-0.5859
reviewer,newcomer,1,0.2023
reviewer,strictness,2,-0.29600000000000004
reviewer,begged,1,-0.5859
reviewer,bereft,1,-0.6369
reviewer,staunch,1,0.5859
reviewer,doubters,1,-0.5267
reviewer,belittle,1,-0.6369
reviewer,theatrical,1,-0.29600000000000004
reviewer,stockpiling,3,-0.3818
reviewer,methodic,1,0.29600000000000004
reviewer,resuscitate,1,0.5859
reviewer,galvanizing,1,0.5859
reviewer,gambler,3,-0.5859
reviewer,extraversion,3,0.3818
reviewer,savoring,3,0.5859
reviewer,untrusted,1,-0.5859
reviewer,downtime,1,-0.29600000000000004
reviewer,ragged,1,-0.5267
reviewer,accolades,1,0.6369
reviewer,rambles,2,-0.5267
reviewer,tame,3,0.29600000000000004
reviewer,celebration,1,0.5859
reviewer,effigy,2,-0.5859
reviewer,butchery,1,-0.6369
reviewer,abrasive,4,-0.5859
reviewer,unprofitable,1,-0.5859
reviewer,toleration,4,0.29600000000000004
reviewer,accomplishable,1,0.3818
reviewer,aggressors,1,-0.6369
reviewer,unconscionable,2,-0.6808
reviewer,tumult,1,-0.5859
reviewer,endanger,3,-0.6369
reviewer,prosecuted,1,-0.6369
reviewer,legendary,1,0.6369
reviewer,magniloquent,1,-0.29600000000000004
reviewer,unscrupulous,1,-0.6369
reviewer,insularity,5,-0.5859
reviewer,imperilment,2,-0.6369
reviewer,overabundant,1,-0.5267
reviewer,weep,1,-0.6369
reviewer,overexuberant,1,-0.5267
reviewer,magnifico,1,0.6369
reviewer,counselors,2,0.29600000000000004
reviewer,errorless,1,0.6369
reviewer,deprecation,1,-0.5859
reviewer,succumbing,2,-0.6369
reviewer,abysmal,2,-0.6808
reviewer,preoccupied,1,-0.29600000000000004
reviewer,gifted,1,0.5859
reviewer,hyperaltruism,1,0.6369
reviewer,repentance,1,0.3818
reviewer,forgiveness,1,0.5859
reviewer,prides,1,0.3818
reviewer,bankrupted,1,-0.6369
reviewer,lush,3,0.5859
reviewer,herald,1,0.29600000000000004
reviewer,stylish,1,0.5267
reviewer,disutility,2,-0.5859
reviewer,blossom,1,0.5859
reviewer,presentable,1,0.5267
reviewer,incriminate,2,-0.6369
reviewer,circumspective,1,0.3818
reviewer,allure,2,0.5267
reviewer,pulverized,1,-0.6369
reviewer,desiring,1,0.3818
reviewer,innocents,1,-0.29600000000000004
reviewer,groomed,1,-0.29600000000000004
reviewer,gratuitously,1,-0.6369
reviewer,formidably,1,0.3818
reviewer,euphemistic,1,0.29600000000000004
reviewer,transgressed,1,-0.6369
reviewer,breach,6,-0.5267
reviewer,overconsumption,4,-0.6369
reviewer,tasteless,3,-0.6369
reviewer,aimless,1,-0.5859
reviewer,overexpose,1,-0.5267
reviewer,cynically,2,-0.6369
reviewer,pompously,1,-0.5859
reviewer,depreciating,2,-0.5859
reviewer,bashing,1,-0.6369
reviewer,becalmed,1,-0.29600000000000004
reviewer,doldrums,1,-0.5859
reviewer,displeasing,1,-0.5859
reviewer,irritate,1,-0.5859
reviewer,perpetrators,1,-0.6369
reviewer,conquered,2,0.5267
reviewer,epochal,2,0.6369
reviewer,perdition,1,-0.6369
reviewer,defunct,2,-0.6369
reviewer,guardian,1,0.29600000000000004
reviewer,scorn,2,-0.6369
reviewer,takeover,1,-0.3818
reviewer,inflicting,1,-0.6369
reviewer,frenetic,1,-0.5859
reviewer,frigid,2,-0.6369
reviewer,fulfilment,1,0.5859
reviewer,legitimize,1,0.2023
reviewer,belittlement,1,-0.6369
reviewer,quarrel,1,-0.5859
reviewer,emasculated,1,-0.6369
reviewer,emasculation,1,-0.6369
reviewer,safekeeping,1,0.29600000000000004
reviewer,eventful,1,0.3818
reviewer,extirpated,2,-0.6369
reviewer,meritable,1,0.5859
reviewer,toiled,1,-0.5267
reviewer,relentlessly,1,-0.3818
reviewer,alienation,1,-0.6369
reviewer,insanity,1,-0.6369
reviewer,encroaching,2,-0.5859
reviewer,solitude,2,0.2023
reviewer,callow,3,-0.5267
reviewer,towering,1,0.5859
reviewer,abyss,1,-0.6369
reviewer,upswing,1,0.3818
reviewer,coveted,1,0.5859
reviewer,genuineness,1,0.5859
reviewer,adorned,1,0.3818
reviewer,unforgivable,1,-0.6808
reviewer,nonviable,1,-0.6369
reviewer,unimpeachable,1,0.6369
reviewer,sedate,1,-0.29600000000000004
reviewer,dissembling,3,-0.5859
reviewer,unyielding,1,0.3818
reviewer,wracking,3,-0.6369
reviewer,irrecoverable,1,-0.6369
reviewer,piracy,1,-0.6369
reviewer,awards,1,0.5267
reviewer,pullback,1,-0.3818
reviewer,betray,1,-0.6369
reviewer,forgivable,3,0.3818
reviewer,scaremongering,1,-0.6369
reviewer,overinflate,1,-0.5859
reviewer,underrating,1,-0.5859
reviewer,seduced,1,-0.5859
reviewer,vehement,1,-0.5859
reviewer,progressivist,2,0.29600000000000004
reviewer,unemployment,1,-0.6369
reviewer,rages,1,-0.6369
reviewer,stodginess,1,-0.5859
reviewer,talents,1,0.5267
reviewer,outpaced,1,-0.29600000000000004
reviewer,flamboyant,1,0.3818
reviewer,amoroso,1,0.5859
reviewer,bloat,1,-0.5859
reviewer,renegade,1,-0.5267
reviewer,fright,9,-0.6369
reviewer,coax,1,0.3818
reviewer,altruistically,1,0.6369
reviewer,scalded,2,-0.6369
reviewer,humour,1,0.5267
reviewer,deformity,2,-0.6369
reviewer,ablaze,1,0.5859
reviewer,overrepresent,1,-0.5267
reviewer,undefendable,1,-0.6369
reviewer,sighs,2,-0.3818
reviewer,confessed,2,-0.5267
reviewer,solace,1,0.5267
reviewer,entertains,1,0.3818
reviewer,scoff,1,-0.5859
reviewer,magnificence,1,0.6369
reviewer,untiring,1,0.5859
reviewer,fatalistic,1,-0.5859
reviewer,opposer,4,-0.3818
reviewer,acclaim,1,0.6369
reviewer,unskilled,1,-0.6369
reviewer,unauthorized,1,-0.6369
reviewer,bask,1,0.5267
reviewer,capitulated,1,-0.6369
reviewer,remiss,2,-0.5859
reviewer,unspeakable,2,-0.6369
reviewer,tiring,1,-0.5859
reviewer,cunningly,1,-0.3818
reviewer,agonizer,1,-0.5859
reviewer,miser,13,-0.6369
reviewer,galvanize,1,0.5267
reviewer,crafty,1,-0.5267
reviewer,idleness,1,-0.5859
reviewer,resentment,1,-0.6369
reviewer,unimaginable,1,-0.6369
reviewer,disconcertingly,1,-0.5859
reviewer,disagreeable,1,-0.5859
reviewer,beneficiary,1,0.5267
reviewer,nerdy,2,0.2023
reviewer,unaccepted,1,-0.5859
reviewer,heartened,1,0.5267
reviewer,excusable,1,-0.29600000000000004
reviewer,spicy,2,0.2023
reviewer,supervise,1,0.2023
reviewer,prejudices,1,-0.6369
reviewer,scrupulosity,1,0.3818
reviewer,seething,1,-0.6369
reviewer,idol,1,0.2023
reviewer,immorally,2,-0.6369
reviewer,violator,2,-0.6369
reviewer,nagged,1,-0.5859
reviewer,irreplaceable,1,0.5859
reviewer,erotic,1,-0.29600000000000004
reviewer,hurried,1,-0.3818
reviewer,jeopardises,1,-0.6369
reviewer,noncommittal,1,-0.3818
reviewer,fetishize,1,-0.6369
reviewer,freakishly,1,-0.5859
reviewer,passionately,1,0.6369
reviewer,boringness,4,-0.5859
reviewer,ghettos,1,-0.6369
reviewer,cornered,1,-0.5859
reviewer,disorderedness,1,-0.5859
reviewer,nosy,1,-0.5859
reviewer,risked,1,-0.3818
reviewer,unsuccessfulness,1,-0.6369
reviewer,rankle,2,-0.5859
reviewer,annihilator,1,-0.6369
reviewer,surged,1,0.5267
reviewer,lull,1,-0.29600000000000004
reviewer,unpreparedness,1,-0.5859
reviewer,resounding,1,0.5859
reviewer,vindicates,1,0.5267
reviewer,perfectionist,1,-0.29600000000000004
reviewer,maniac,1,-0.6369
reviewer,cynical,1,-0.6369
reviewer,diplomacy,1,0.29600000000000004
reviewer,engulfs,1,-0.5859
reviewer,meditation,1,0.5267
reviewer,leisurely,3,0.3818
reviewer,brisk,1,0.3818
author,restoration,775,0.5267
author,reduced,16559,-0.29600000000000004
author,create,2621,0.5859
author,understanding,11841,0.5267
author,insights,5265,0.5859
author,novel,17554,0.29600000000000004
author,insight,4270,0.5859
author,significance,10166,0.5859
author,suggest,24932,0.29600000000000004
author,reconcile,623,0.3818
author,restored,738,0.5267
author,help,11498,0.5267
author,concern,12597,-0.29600000000000004
author,important,55159,0.5859
author,contribute,6620,0.3818
author,efficient,4788,0.5859
author,stability,10709,0.3818
author,reunite,5,0.5859
author,necessary,10701,0.2023
author,suggestion,28401,0.29600000000000004
author,careful,5728,0.3818
author,apologize,7272,-0.3818
author,improved,16031,0.5267
author,liked,414,0.3818
author,justify,2460,0.29600000000000004
author,thank,77673,0.5859
author,confident,1979,0.5859
author,trust,661,0.5859
author,efficiency,11061,0.3818
author,helpful,11069,0.5859
author,expressing,6718,0.29600000000000004
author,good,19357,0.5267
author,positive,28358,0.5859
author,donor,3098,0.29600000000000004
author,constructive,5918,0.5859
author,clarity,8116,0.5859
author,hard,7318,-0.29600000000000004
author,judge,996,-0.2023
author,overwhelming,260,0.5859
author,criticism,1823,-0.5267
author,achieved,5401,0.5267
author,acknowledge,5155,0.29600000000000004
author,improve,13419,0.5267
author,isolated,5384,-0.5859
author,significant,37736,0.5859
author,better,32045,0.3818
author,mean,27777,-0.5267
author,benefit,4880,0.5267
author,hunt,244,-0.3818
author,legend,14519,0.5859
author,great,7590,0.6369
author,allay,52,0.3818
author,pleased,1373,0.5859
author,supports,3972,0.3818
author,confidence,5806,0.5859
author,happy,3055,0.6369
author,potential,31637,0.3818
author,troubling,77,-0.5859
author,contamination,1899,-0.6369
author,notable,1035,0.5267
author,risk,9565,-0.3818
author,lead,11632,0.29600000000000004
author,developed,7485,0.5267
author,hope,8957,0.5859
author,fine,3474,0.2023
author,interesting,29304,0.5267
author,familial,230,0.3818
author,health,3585,0.5859
author,appreciate,17001,0.5859
author,thoughtful,1849,0.5859
author,feedback,7098,0.29600000000000004
author,reveal,4292,0.2023
author,validation,9673,0.3818
author,accurate,6356,0.5859
author,discovery,4099,0.5859
author,reinforced,384,0.2023
author,finally,10028,0.3818
author,suggesting,11223,0.2023
author,acceptable,1832,0.29600000000000004
author,suggestions,14296,0.3818
author,birth,1303,0.3818
author,cryptic,589,-0.5267
author,correction,5699,-0.29600000000000004
author,creating,1126,0.3818
author,revealed,6730,0.2023
author,promoter,6577,0.3818
author,confirming,1927,0.29600000000000004
author,certain,6979,0.3818
author,unfortunately,6192,-0.5859
author,protective,1249,0.5267
author,professional,677,0.5267
author,attached,2547,0.2023
author,united,903,0.5267
author,clear,37122,0.3818
author,open,8450,0.3818
author,optimal,4662,0.5859
author,freedom,1192,0.6369
author,fidelity,935,0.3818
author,drive,3663,0.29600000000000004
author,cool,467,0.3818
author,noisy,1108,-0.5267
author,interest,12701,0.3818
author,moved,5167,0.3818
author,controlling,2498,-0.5859
author,unwanted,346,-0.6369
author,performance,17809,0.2023
author,contributes,2438,0.3818
author,composed,1812,0.3818
author,exciting,1948,0.6369
author,slow,4454,-0.3818
author,achieve,4753,0.5859
author,promising,1703,0.5859
author,helped,2238,0.5267
author,harmonic,1231,0.29600000000000004
author,driven,8249,0.5267
author,free,13859,0.5859
author,unnecessary,1106,-0.5267
author,propose,4199,0.29600000000000004
author,opposed,2081,-0.5859
author,suppress,1407,-0.5859
author,suppression,3287,-0.5267
author,contribution,11029,0.5859
author,improvements,2394,0.5267
author,demonstrating,4100,0.3818
author,grateful,3087,0.6369
author,demonstrates,3769,0.29600000000000004
author,practical,2824,0.3818
author,worth,3753,0.3818
author,difficult,14888,-0.3818
author,steady,3121,0.29600000000000004
author,giving,2083,0.3818
author,advantages,2523,0.5267
author,rising,514,0.3818
author,improving,2573,0.5859
author,correct,16711,0.5859
author,emphasizing,608,0.29600000000000004
author,depletion,6160,-0.5859
author,degrading,343,-0.6369
author,suffer,657,-0.6369
author,decay,3784,-0.6369
author,benefits,2187,0.5267
author,consuming,634,-0.3818
author,prone,1213,-0.3818
author,stuck,202,-0.5267
author,analytical,2693,0.3818
author,mitigate,674,0.3818
author,distortion,924,-0.5859
author,satisfy,787,0.5267
author,minimizing,404,-0.3818
author,desired,1534,0.5267
author,guarantee,699,0.3818
author,attractiveness,48,0.5267
author,excellent,5832,0.6369
author,focused,6290,0.5267
author,impact,18897,0.2023
author,inclusion,3856,0.5267
author,readability,1595,0.3818
author,stress,12351,-0.5267
author,disordered,1255,-0.5859
author,strength,8223,0.5267
author,tolerance,1870,0.3818
author,claim,13030,-0.2023
author,disorder,2206,-0.5859
author,growth,18593,0.5859
author,power,14717,0.29600000000000004
author,impacts,4284,0.2023
author,favor,1183,0.29600000000000004
author,cancel,225,-0.5267
author,recommend,8517,0.5267
author,lies,1275,-0.6369
author,deserves,1035,0.3818
author,pointed,5619,-0.29600000000000004
author,bias,9559,-0.5267
author,dynamic,7506,0.3818
author,robust,8334,0.5859
author,lie,721,-0.6369
author,worthwhile,591,0.5859
author,participation,458,0.3818
author,termination,1247,-0.5859
author,destruction,275,-0.6369
author,sensitive,6925,0.2023
author,relying,613,-0.29600000000000004
author,surprising,4123,0.5267
author,nice,5376,0.5267
author,argument,4932,-0.29600000000000004
author,wishful,15,-0.29600000000000004
author,clearer,6997,0.3818
author,successfully,2746,0.5859
author,familiar,1324,0.3818
author,destroy,143,-0.6808
author,sincerely,1885,0.5267
author,soften,207,-0.2023
author,radical,1311,-0.29600000000000004
author,mild,1424,0.2023
author,supporting,8656,0.5267
author,tried,4812,-0.29600000000000004
author,easy,3608,0.29600000000000004
author,suspect,1546,-0.3818
author,simple,8128,0.2023
author,stable,9098,0.3818
author,loss,17370,-0.6369
author,dear,863,0.29600000000000004
author,thanks,14895,0.5859
author,accept,1468,0.3818
author,wise,1097,0.5859
author,hot,2591,0.2023
author,famous,141,0.5267
author,forget,135,-0.3818
author,exceeded,338,0.5267
author,convenience,887,0.29600000000000004
author,claims,5730,-0.2023
author,importance,10194,0.5859
author,versatile,312,0.5859
author,advantage,3963,0.3818
author,supportive,1158,0.5859
author,scholarly,114,0.5859
author,confused,1689,-0.5267
author,huge,1277,0.5267
author,conclusions,15940,0.29600000000000004
author,life,5212,0.5859
author,useful,12912,0.5859
author,unveiled,86,0.2023
author,noise,10924,-0.3818
author,forced,1133,-0.6369
author,agree,45200,0.3818
author,effective,7555,0.5859
author,stark,485,-0.5859
author,kind,5075,0.5267
author,effectiveness,1209,0.5267
author,simplifying,248,0.2023
author,advance,2602,0.3818
author,recognition,3687,0.5267
author,valuable,7764,0.6369
author,concerns,19175,-0.3818
author,drawbacks,307,-0.5267
author,limitations,7167,-0.3818
author,limitation,5302,-0.5267
author,autonomy,27,0.5859
author,candid,37,0.5267
author,collapses,102,-0.6369
author,weak,6384,-0.5859
author,support,21792,0.5267
author,facilitates,885,0.3818
author,powerful,1541,0.5859
author,weaker,2212,-0.3818
author,suggests,11738,0.2023
author,respect,7839,0.5859
author,strong,17420,0.5267
author,explore,4197,0.29600000000000004
author,strengthen,3863,0.3818
author,crucial,3835,0.6369
author,guidance,930,0.3818
author,improper,244,-0.5859
author,transparency,710,0.5267
author,effort,5191,0.3818
author,precious,264,0.5859
author,insightful,3373,0.6369
author,kiss,74,0.3818
author,interested,2705,0.5267
author,delicate,193,0.3818
author,smooth,1659,0.3818
author,originality,339,0.6369
author,novelty,6631,0.3818
author,advances,1790,0.5267
author,successful,2285,0.5859
author,rigorous,1928,0.5859
author,outstanding,844,0.6369
author,satisfactorily,1514,0.3818
author,inappropriate,1046,-0.6369
author,pretty,930,0.3818
author,aggression,264,-0.6369
author,eliminating,403,-0.5267
author,curse,69,-0.6369
author,chaos,211,-0.6369
author,scarring,85,-0.6369
author,scarred,26,-0.5859
author,chaotic,384,-0.6369
author,scars,82,-0.5859
author,unstable,1314,-0.5859
author,motivated,1247,0.5859
author,complicated,2367,-0.3818
author,conclusive,917,0.5859
author,excessive,843,-0.5859
author,merit,1095,0.5267
author,motivate,613,0.5859
author,relationships,4074,0.29600000000000004
author,glad,1169,0.5859
author,pure,3468,0.5267
author,accessible,2859,0.5267
author,resonance,2680,0.3818
author,violate,177,-0.6369
author,straightforward,2071,0.5267
author,unity,292,0.5859
author,motivating,170,0.5859
author,improvement,4320,0.5267
author,avoiding,788,-0.3818
author,exemplary,241,0.6369
author,stimulate,1123,0.3818
author,importantly,7597,0.29600000000000004
author,pioneering,340,0.6369
author,late,4818,-0.3818
author,hesitates,2,-0.3818
author,wonders,238,0.5859
author,striking,1260,0.5267
author,admit,753,-0.2023
author,optimistic,241,0.5859
author,tractable,187,0.3818
author,family,4641,0.5859
author,clarifying,1545,0.3818
author,persist,594,0.3818
author,meaningful,3164,0.5859
author,closeness,187,0.3818
author,challenging,3887,0.3818
author,interestingly,4137,0.3818
author,convinced,2589,0.3818
author,moving,2847,0.5267
author,scar,406,-0.5859
author,violation,228,-0.6369
author,simplify,655,0.2023
author,excited,2720,0.6369
author,decaying,193,-0.6369
author,realistic,2145,0.2023
author,best,11830,0.6369
author,remember,262,0.2023
author,belonging,651,0.5267
author,survival,7106,0.29600000000000004
author,recommending,584,0.3818
author,unprecedented,621,0.2023
author,versatility,212,0.5859
author,efforts,3819,0.3818
author,accepted,3510,0.5267
author,concerned,1922,-0.29600000000000004
author,capable,2122,0.5267
author,advancing,270,0.3818
author,tough,156,-0.29600000000000004
author,develop,3231,0.3818
author,prospects,194,0.3818
author,thorough,3764,0.5859
author,achievements,176,0.5859
author,shortcomings,573,-0.5859
author,mutants,9174,-0.5267
author,strain,10114,-0.3818
author,impaired,2206,-0.5859
author,satisfied,1956,0.5267
author,misunderstanding,1802,-0.5267
author,highlight,7392,0.29600000000000004
author,exploring,1332,0.3818
author,innovation,511,0.6369
author,understatement,17,-0.29600000000000004
author,leading,6257,0.3818
author,respectfully,1341,0.3818
author,contributions,3978,0.6369
author,essential,6678,0.5859
author,resolved,4001,0.3818
author,reliable,3727,0.5859
author,appreciation,1037,0.5859
author,development,13511,0.3818
author,confusion,7636,-0.5267
author,merits,640,0.5267
author,seriously,560,-0.29600000000000004
author,ignored,981,-0.5859
author,degenerate,443,-0.6369
author,strict,807,-0.29600000000000004
author,affect,12357,0.2023
author,recommendation,2454,0.3818
author,publish,960,0.5859
author,cautious,642,0.2023
author,objections,132,-0.5267
author,healthy,3523,0.5859
author,dissociation,2557,-0.3818
author,determined,11140,0.5859
author,confusing,6917,-0.5859
author,biased,2602,-0.6369
author,exhaustion,390,-0.6369
author,diversity,7437,0.5267
author,biases,1974,-0.5859
author,guide,1989,0.29600000000000004
author,legends,4780,0.3818
author,reveals,2979,0.2023
author,impressive,1970,0.6369
author,debated,364,0.1027
author,definitive,884,0.5859
author,qualified,442,0.3818
author,collaborative,162,0.5859
author,diverse,2742,0.5267
author,usable,182,0.29600000000000004
author,convenient,496,0.3818
author,innovative,953,0.6369
author,rely,2238,0.2023
author,endorsed,36,0.3818
author,harmonize,36,0.3818
author,validating,759,0.3818
author,yielding,731,-0.29600000000000004
author,prominent,1448,0.3818
author,purified,3258,0.5267
author,simplifies,119,0.2023
author,harmonizing,13,0.5267
author,facilitate,2666,0.3818
author,expecting,243,0.3818
author,isolation,2317,-0.5859
author,amenable,297,0.3818
author,premature,1155,-0.5859
author,failed,2513,-0.6369
author,declines,583,-0.3818
author,revealing,1086,0.3818
author,debate,1033,0.2023
author,invaluable,177,0.6369
author,lacked,384,-0.5267
author,minimize,1438,-0.29600000000000004
author,reasoned,476,0.3818
author,violating,74,-0.6369
author,insensitive,735,-0.6369
author,ease,650,0.3818
author,enrichment,8229,0.5267
author,rare,3942,0.29600000000000004
author,express,4782,0.29600000000000004
author,dropout,340,-0.5859
author,stimulation,8604,0.29600000000000004
author,wanted,1649,0.2023
author,permissive,322,-0.29600000000000004
author,sage,60,0.5859
author,quake,28,-0.5859
author,backer,14,0.29600000000000004
author,persistence,1280,0.5859
author,vigilance,91,0.3818
author,poised,215,0.5267
author,evaluating,1777,0.2023
author,abundance,7181,0.5859
author,maturity,241,0.3818
